1.00	0.10	147.22	990.67	0.0341172955758
1.00	0.20	120.75	740.29	0.0266128487677
1.00	0.30	104.87	1690.13	0.14799775703
1.00	0.40	89.89	724.26	0.0295278982424
1.00	0.50	86.67	754.9	0.0308618023434
1.00	0.60	90.0	535.16	0.019163810303
1.00	0.70	100.19	749.96	0.0278536113636
1.00	0.80	100.75	515.93	0.0192287759293
1.00	0.90	125.62	651.38	0.023304004101
1.00	1.00	76.24	76.24	0.00356231116162
1.20	0.10	317.86	5756.25	2.09029286155
1.20	0.20	264.37	4761.67	0.301195077808
1.20	0.30	210.89	3894.87	0.260232482889
1.20	0.40	184.42	4783.74	0.71252890001
1.20	0.50	160.81	3903.76	0.404356980283
1.20	0.60	170.74	4865.45	1.02779354065
1.20	0.70	213.02	7809.24	3.5959017051
1.20	0.80	247.89	3749.93	0.209143499091
1.20	0.90	264.13	3114.42	0.181128344949
1.20	1.00	135.9	135.9	0.00567238624242
1.40	0.10	629.14	6208.58	0.390426415121
1.40	0.20	482.31	6763.0	0.489968589222
1.40	0.30	343.59	5035.13	0.338401566869
1.40	0.40	323.48	7936.71	0.818742951626
1.40	0.50	298.41	6606.65	1.30420276994
1.40	0.60	294.34	6203.43	0.487606206596
1.40	0.70	371.25	5033.32	0.382248925798
1.40	0.80	407.85	4353.4	0.279359708727
1.40	0.90	529.4	6042.43	0.471392924636
1.40	1.00	170.37	170.37	0.00735838713131
1.60	0.10	987.95	5815.01	0.442595384485
1.60	0.20	761.46	6051.84	0.460191805848
1.60	0.30	520.03	7213.92	0.612910579323
1.60	0.40	468.4	7730.31	1.19764304134
1.60	0.50	417.29	5657.52	0.492617515061
1.60	0.60	407.04	5324.99	0.447817430222
1.60	0.70	484.75	4476.69	0.333417053919
1.60	0.80	588.7	4470.49	0.41900465
1.60	0.90	786.3	4142.26	0.287510904242
1.60	1.00	169.75	169.75	0.00817515542424
1.80	0.10	1216.9	4098.88	0.308289445515
1.80	0.20	893.34	3935.26	0.312720187909
1.80	0.30	696.98	5455.76	0.556036877323
1.80	0.40	632.96	4607.29	0.409481360707
1.80	0.50	579.15	4917.74	0.447860779172
1.80	0.60	573.86	4388.68	0.444668025818
1.80	0.70	733.34	3422.2	0.282954899273
1.80	0.80	645.44	1948.78	0.152876239475
1.80	0.90	713.42	1808.82	0.125680053677
1.80	1.00	126.34	126.34	0.00725622748485
2.00	0.10	1134.8	2435.22	0.188834056414
2.00	0.20	1123.27	2979.94	0.253876960525
2.00	0.30	849.82	3314.21	0.32278610498
2.00	0.40	765.11	3483.21	0.337841203808
2.00	0.50	673.92	3104.91	0.300617409848
2.00	0.60	727.9	2820.86	0.280302099444
2.00	0.70	687.14	1641.95	0.137120008798
2.00	0.80	752.52	1532.38	0.132732128737
2.00	0.90	642.41	932.16	0.0692733481818
2.00	1.00	107.96	107.96	0.00695879215152
2.20	0.10	1232.44	1561.58	0.129184656434
2.20	0.20	1204.95	2164.57	0.207759237545
2.20	0.30	945.33	2026.04	0.20125603296
2.20	0.40	875.42	2134.48	0.211988096071
2.20	0.50	794.43	1909.25	0.193710389717
2.20	0.60	815.69	1794.35	0.178222712586
2.20	0.70	687.09	940.41	0.0842806478182
2.20	0.80	640.13	665.98	0.0570501347778
2.20	0.90	542.84	468.17	0.0362897364545
2.20	1.00	82.39	82.39	0.00616259770707
2.40	0.10	1078.03	894.45	0.0793085531515
2.40	0.20	1169.61	1356.76	0.12671280504
2.40	0.30	1013.39	1672.85	0.184604386323
2.40	0.40	938.19	1352.99	0.143531580071
2.40	0.50	838.83	1100.61	0.116492131404
2.40	0.60	816.46	1096.0	0.114548373545
2.40	0.70	721.06	633.09	0.0609501137475
2.40	0.80	604.88	414.71	0.0379146386061
2.40	0.90	430.96	262.67	0.022129305596
2.40	1.00	61.0	61.0	0.00539867441414
2.60	0.10	1013.34	679.14	0.0655556934343
2.60	0.20	1150.2	872.4	0.089170268697
2.60	0.30	1039.23	982.28	0.109101546495
2.60	0.40	1016.12	1004.06	0.113863902242
2.60	0.50	937.07	931.68	0.10516987197
2.60	0.60	863.33	792.24	0.0877490482727
2.60	0.70	656.75	389.55	0.0396511127273
2.60	0.80	497.69	253.0	0.0243824706263
2.60	0.90	374.97	197.33	0.0178882143636
2.60	1.00	48.48	48.48	0.00494841615152
2.80	0.10	965.64	541.36	0.0555428547475
2.80	0.20	1078.59	611.43	0.0672985080303
2.80	0.30	1158.58	870.27	0.103684780737
2.80	0.40	1013.1	727.95	0.0868618426768
2.80	0.50	895.66	636.23	0.0748500791515
2.80	0.60	813.6	520.73	0.0601838452525
2.80	0.70	653.71	317.85	0.0348206330707
2.80	0.80	469.08	201.87	0.0209748033535
2.80	0.90	337.93	144.95	0.0145218302929
2.80	1.00	41.1	41.1	0.00475186906061
3.00	0.10	777.91	318.25	0.0351827856869
3.00	0.20	1001.98	463.67	0.0543776703737
3.00	0.30	1021.75	543.0	0.0676918134343
3.00	0.40	1026.09	550.42	0.0697111567576
3.00	0.50	896.61	483.64	0.0603012576667
3.00	0.60	783.16	371.97	0.0453155509697
3.00	0.70	513.89	177.12	0.0205176264242
3.00	0.80	400.59	150.53	0.0166205513737
3.00	0.90	255.46	91.87	0.0100896945152
3.00	1.00	35.06	35.06	0.00446249640404
