1.00	0.10	229.15	1854.06	0.092176060697
1.00	0.20	181.33	1233.65	0.0562233341414
1.00	0.30	155.12	2509.07	0.484162310747
1.00	0.40	128.28	1060.35	0.0526391086465
1.00	0.50	119.44	1100.4	0.0550931662121
1.00	0.60	125.54	675.06	0.0299726662424
1.00	0.70	139.78	910.91	0.0434442517475
1.00	0.80	140.44	617.31	0.0297973927172
1.00	0.90	179.0	722.47	0.0354766079293
1.00	1.00	141.46	46.64	0.00351104625253
1.20	0.10	468.53	6043.67	0.521747324735
1.20	0.20	392.93	8165.64	1.06432470257
1.20	0.30	306.09	6243.58	0.862690651293
1.20	0.40	262.12	6340.93	1.22868855477
1.20	0.50	222.98	5714.72	1.29255244328
1.20	0.60	237.06	7694.63	3.31381747448
1.20	0.70	280.65	4171.16	0.580111565469
1.20	0.80	327.31	4041.29	0.31430200797
1.20	0.90	358.05	3592.89	0.313407204465
1.20	1.00	253.57	77.25	0.00521176037374
1.40	0.10	901.92	9898.05	1.02714770264
1.40	0.20	696.38	11057.12	2.13003581239
1.40	0.30	487.05	7493.07	0.645505687848
1.40	0.40	445.11	11328.67	2.61198382447
1.40	0.50	397.81	8180.07	1.88833147662
1.40	0.60	388.82	7896.55	0.792009996667
1.40	0.70	466.41	5449.83	0.507738052384
1.40	0.80	507.0	4871.28	0.423433853465
1.40	0.90	646.41	6321.11	0.717405051081
1.40	1.00	317.67	93.46	0.00669634205051
1.60	0.10	1360.89	7202.7	0.697051840697
1.60	0.20	1027.01	7955.56	0.734280845434
1.60	0.30	705.96	9200.03	1.08192511882
1.60	0.40	632.91	9862.13	2.60752022986
1.60	0.50	540.95	5768.95	0.538599163343
1.60	0.60	502.37	4745.89	0.433799477253
1.60	0.70	572.75	4487.7	0.386945910566
1.60	0.80	660.12	4384.95	0.595697779737
1.60	0.90	864.91	3803.22	0.362082921495
1.60	1.00	299.44	95.83	0.00735084637374
1.80	0.10	1577.79	4476.01	0.377486403828
1.80	0.20	1168.85	4431.48	0.363767387869
1.80	0.30	912.78	5854.22	0.72288004197
1.80	0.40	826.37	4830.23	0.471773557152
1.80	0.50	698.46	4686.52	0.512054642141
1.80	0.60	675.08	4195.46	0.596823404747
1.80	0.70	792.26	2751.24	0.274287693848
1.80	0.80	620.08	1309.33	0.111530072838
1.80	0.90	699.78	1388.86	0.118304672475
1.80	1.00	217.08	70.43	0.0064468420303
2.00	0.10	1345.48	2301.25	0.199799851121
2.00	0.20	1376.8	2788.49	0.270207251495
2.00	0.30	987.38	3333.4	0.434537574273
2.00	0.40	926.9	3320.99	0.368355833354
2.00	0.50	729.02	2320.56	0.255230013606
2.00	0.60	791.94	2305.52	0.266609755222
2.00	0.70	673.24	1171.97	0.115021885091
2.00	0.80	657.12	914.55	0.093558298202
2.00	0.90	518.22	473.55	0.0539164505455
2.00	1.00	177.11	60.38	0.00611651047475
2.20	0.10	1338.3	1230.69	0.108469114859
2.20	0.20	1331.65	1710.42	0.169632305939
2.20	0.30	1054.77	1545.66	0.165945224646
2.20	0.40	961.01	1593.81	0.170989926263
2.20	0.50	790.42	1480.46	0.165544479384
2.20	0.60	798.0	1203.34	0.134087134939
2.20	0.70	554.66	425.66	0.0440945740202
2.20	0.80	474.75	267.79	0.0286619139798
2.20	0.90	392.38	163.25	0.0164043180303
2.20	1.00	135.21	46.28	0.00546842563636
2.40	0.10	1016.85	502.75	0.0470537526263
2.40	0.20	1176.28	836.52	0.0825860331515
2.40	0.30	985.99	1085.55	0.120239813848
2.40	0.40	900.85	938.44	0.107555496182
2.40	0.50	757.94	632.31	0.0734983275051
2.40	0.60	671.83	592.57	0.0685684263939
2.40	0.70	542.63	247.86	0.027808907798
2.40	0.80	404.12	128.94	0.014805507798
2.40	0.90	294.88	74.07	0.00897927263636
2.40	1.00	92.1	33.95	0.00470855909091
2.60	0.10	871.65	367.27	0.0370354102525
2.60	0.20	990.4	461.2	0.0484388262222
2.60	0.30	903.11	531.65	0.0622527605859
2.60	0.40	809.07	461.51	0.0554403638182
2.60	0.50	735.79	526.56	0.0661646320303
2.60	0.60	651.72	369.36	0.0454524193333
2.60	0.70	449.68	151.32	0.0190872778485
2.60	0.80	319.64	72.55	0.0096214909596
2.60	0.90	256.88	63.72	0.00845323825253
2.60	1.00	68.86	27.4	0.00430598165657
2.80	0.10	755.74	251.88	0.0272093774949
2.80	0.20	849.86	292.49	0.0344939365051
2.80	0.30	868.8	400.7	0.0500659597475
2.80	0.40	739.21	366.66	0.0465145870505
2.80	0.50	636.31	274.98	0.035591158303
2.80	0.60	519.87	195.61	0.0257898093838
2.80	0.70	395.86	95.21	0.0130558626162
2.80	0.80	296.13	58.02	0.00858029386869
2.80	0.90	220.35	41.64	0.00656392518182
2.80	1.00	56.23	23.07	0.00411812989899
3.00	0.10	556.74	145.44	0.0171398013131
3.00	0.20	659.74	180.97	0.0222180647374
3.00	0.30	648.71	210.2	0.0280190289091
3.00	0.40	602.79	187.27	0.0251827813737
3.00	0.50	537.48	151.3	0.0210299258788
3.00	0.60	447.42	101.11	0.0146894832828
3.00	0.70	290.09	46.09	0.00767413628283
3.00	0.80	245.3	43.39	0.0070976329899
3.00	0.90	170.31	29.31	0.00533400015152
3.00	1.00	44.95	19.23	0.00384024855556
